ISO28178
FILE_DESCRIPTOR	"FOGRA53"
ORIGINATOR	"Fogra. www.fogra.org"
CREATED	"July 2017"
TARGET_TYPE	"ISO12642-2"
INSTRUMENTATION	"D50. 2 degree. geometry 45/0. no polarisation filter. white backing. according to ISO 13655:2009 M1"
PRINT_CONDITIONS	"Large gamut Colour Exchange Space"
ILLUMINATION_NAME	"D50"
OBSERVER_ANGLE	"2"
FILTER	"M1"
WEIGHTING_FUNCTION	"ILLUMINANT. D50"
WEIGHTING_FUNCTION	"OBSERVER. 2 degree"

# The following flag is intended to improve compatibility with legacy devices.
KEYWORD	"TRACEABILITY"
TRACEABILITY	"NIST"

NUMBER_OF_FIELDS	8
BEGIN_DATA_FORMAT
SAMPLE_ID	CMYK_C	CMYK_M	CMYK_Y	CMYK_K	LAB_L	LAB_A	LAB_B
END_DATA_FORMAT
NUMBER_OF_SETS	1617
BEGIN_DATA
7	20	20	70	40	57.805	-9.354	42.251	0.072
1592	70	100	20	0	26.432	39.646	-41.023	0.16
1559	70	70	100	80	15.17	-4.881	9.3	0.043
1526	70	20	100	20	46.958	-43.608	45.29	0.027
1493	0	20	85	0	83.522	2.186	79.588	0.085
1460	70	40	20	20	50.736	-13.551	-28.719	0.207
1427	0	85	30	0	59.73	57.574	0.357	0.243
1394	40	70	0	60	30.685	19.397	-16.872	0.121
1361	55	100	100	0	33.159	19.689	29.963	0.019
1328	100	40	0	60	24.139	-9.682	-30.919	0.084
1295	10	0	0	10	89.809	-5.387	-6.064	0.494
1262	70	70	10	0	45.726	17.038	-48.068	0.292
1229	20	85	0	0	55.627	55.263	-31.613	0.271
1196	85	70	55	0	37.673	-9.662	-20.391	0.136
1163	0	10	0	0	93.993	4.93	-7.273	0.625
1130	70	100	40	80	9.871	10.606	-7.636	0.08
1097	10	85	0	0	58.594	60.221	-27.558	0.39
1064	0	30	100	0	78.756	11.638	94.473	0.015
1031	20	70	70	60	32.638	15.825	21.649	0.034
998	0	30	40	0	82.893	10.751	28.188	0.283
965	40	27	27	60	40.949	-8.417	4.273	0.098
932	100	70	40	20	28.735	-7.784	-33.453	0.085
899	0	0	7	0	96.65	-2.648	3.328	0.574
866	20	10	70	0	81.54	-19.114	56.174	0.106
833	70	0	40	60	36.286	-33.741	5.593	0.058
800	0	100	100	80	20.085	27.251	17.839	0.046
767	70	85	85	0	36.702	-2.179	11.566	0.068
734	100	20	10	0	51.218	-24.996	-51.801	0.143
701	40	55	30	0	62.433	11.32	-16.197	0.258
668	40	70	85	0	49.134	9.37	33.102	0.021
635	55	40	55	0	61.343	-20.338	3.886	0.174
602	30	70	10	0	58.811	36.53	-30.005	0.314
569	0	85	10	0	59.94	62.228	-15.869	0.321
536	85	40	20	0	49.718	-16.431	-41.898	0.143
503	20	20	10	20	76.692	-1.674	-4.566	0.313
470	40	3	40	3	77.695	-34.333	16.369	0.212
437	0	40	0	60	45.381	12.183	-0.112	0.095
404	0	100	40	20	45.583	62.136	10.894	0.081
371	20	70	40	10	58.874	30.962	2.724	0.209
338	30	20	85	0	71.77	-20.208	61.012	0.064
305	10	100	10	20	44.048	63.138	-12.216	0.148
272	10	70	55	0	63.176	35.406	21.189	0.178
239	10	55	20	0	71.84	30.088	-7.921	0.329
206	40	40	0	80	26.097	2.064	-6.287	0.029
173	70	40	70	60	27.917	-19.737	8.425	0.097
140	10	6	6	60	51.254	-2.767	6.444	0.09
107	0	3	0	40	69.559	-0.128	3.131	0.274
74	30	70	40	0	57.946	26.464	-4.766	0.164
41	55	30	100	0	54.958	-31.06	54.681	0.033
8	40	85	20	0	47.223	39.443	-27.78	0.199
1593	100	0	100	40	35.855	-58.726	24.601	0.075
1560	0	70	100	80	26.231	16.216	27.639	0.009
1527	85	100	30	0	22.499	27.149	-39.962	0.127
1494	10	0	20	10	87.697	-10.478	13.165	0.368
1461	100	10	40	20	45.255	-48.704	-21.118	0.064
1428	10	85	40	0	57.236	50.295	3.382	0.222
1395	40	0	40	10	75.579	-34.826	19.592	0.215
1362	70	20	20	20	56.969	-29.856	-21.578	0.171
1329	10	10	20	10	86.621	-4.966	9.591	0.391
1296	10	55	40	0	70.989	25.233	10.768	0.25
1263	100	20	40	20	42.305	-41.435	-24.291	0.08
1230	0	100	20	20	46.038	64.34	-2.18	0.118
1197	40	40	20	20	62.244	-0.415	-13.368	0.256
1164	40	0	20	60	44.805	-17.522	7.262	0.095
1131	100	30	85	0	36.968	-57.018	7.44	0.037
1098	40	0	3	40	60.966	-17.498	-7.444	0.168
1065	20	20	85	0	76.375	-12.14	67.77	0.069
