ISO28178
FILE_DESCRIPTOR	"FOGRA60"
ORIGINATOR	"Fogra, www.fogra.org, developed by GMG GmbH & Co. KG"
CREATED	"February 2021"
TARGET_TYPE	"ISO12642-2"
INSTRUMENTATION	"D50, 2 degree, geometry 45/0, no polarisation filter, white backing, according to ISO 13655:2009 M1"
PRINT_CONDITIONS	"Offset printing, according to ISO 12647-9:2021, White coated metal 1, fluorescence No, tone value increase curves A (CMYK)"

# The following flag is intended to improve compatibility with legacy devices.
KEYWORD "TRACEABILITY"
TRACEABILITY	"NIST"

NUMBER_OF_FIELDS	8
BEGIN_DATA_FORMAT
SAMPLE_ID	CMYK_C	CMYK_M	CMYK_Y	CMYK_K	LAB_L	LAB_A	LAB_B
END_DATA_FORMAT
NUMBER_OF_SETS	1617
BEGIN_DATA
297	20	0	10	20	63.568	-8.896	-5.952
298	0	100	55	0	41.451	59.251	24.224
299	0	85	55	0	45.066	52.549	24.698
300	0	70	55	0	50.289	42.366	26.853
301	0	55	55	0	56.024	31.880	29.891
302	0	40	55	0	61.662	22.394	33.355
303	0	30	55	0	66.036	15.408	35.793
304	0	20	55	0	70.671	8.293	38.238
305	0	10	55	0	75.357	1.415	40.972
306	0	0	55	0	80.811	-5.953	44.366
307	0	100	40	0	41.599	60.041	17.240
308	0	85	40	0	45.424	53.000	16.555
309	0	70	40	0	50.719	42.808	18.007
310	0	55	40	0	56.600	32.187	19.977
311	0	40	40	0	62.279	22.615	22.533
312	0	30	40	0	66.678	15.712	24.395
313	0	20	40	0	71.393	8.718	26.089
314	0	10	40	0	76.203	2.001	28.037
315	0	0	40	0	81.569	-5.315	30.833
316	0	100	30	0	41.699	60.433	12.397
317	0	85	30	0	45.639	53.287	11.083
318	0	70	30	0	51.038	42.878	11.899
319	0	55	30	0	57.087	32.307	13.069
320	0	40	30	0	62.799	22.690	14.900
321	0	30	30	0	67.188	15.936	16.417
322	0	20	30	0	71.960	9.151	17.922
323	0	10	30	0	76.743	2.358	19.484
324	0	0	30	0	82.112	-4.888	22.111
325	40	100	10	20	26.830	38.541	-13.766
326	40	70	10	20	33.639	25.020	-16.034
327	40	40	10	20	42.597	8.369	-16.199
328	40	20	10	20	49.595	-2.682	-15.363
329	40	10	10	20	53.422	-8.420	-14.866
330	40	0	10	20	57.514	-14.502	-13.910
331	10	100	55	0	38.683	53.954	19.273
332	10	85	55	0	42.182	47.696	19.678
333	10	70	55	0	47.306	37.619	22.091
334	10	55	55	0	52.880	27.207	24.881
335	10	40	55	0	58.289	17.495	27.844
