ISO28178
FILE_DESCRIPTOR	"FOGRA57"
ORIGINATOR	"Fogra, www.fogra.org, developed by GMG GmbH & Co KG, Heidelberger Druckmaschinen AG"
CREATED	"January 2019"
TARGET_TYPE	"ISO12642-2"
INSTRUMENTATION	"D50, 2 degree, geometry 45/0, no polarisation filter, white backing, according to ISO 13655:2009 M1"
PRINT_CONDITIONS	"Offset printing, according to ISO 12647-2:2013, OFCOM. print substrate 1 = premium coated, fluorescence moderate (8-14 DeltaB according to ISO 15397), 115 g/m2. tone value increase curves A (CMYK), laminated with glossy OPP film"
ILLUMINATION_NAME	"D50"
OBSERVER_ANGLE	"2"
FILTER	"M1"
WEIGHTING_FUNCTION	"ILLUMINANT, D50"
WEIGHTING_FUNCTION	"OBSERVER, 2 degree"
# The following flag is intended to improve compatibility with legacy devices.
KEYWORD	"TRACEABILITY"
TRACEABILITY	"NIST"
NUMBER_OF_FIELDS	8
BEGIN_DATA_FORMAT
SAMPLE_ID	CMYK_C	CMYK_M	CMYK_Y	CMYK_K	LAB_L	LAB_A	LAB_B
END_DATA_FORMAT
NUMBER_OF_SETS	1617
BEGIN_DATA
1027	20	20	70	40	46.66	-1.19	30.77
1028	20	40	70	40	40.74	9.83	26.05
1029	20	70	70	40	32.78	25.72	19.62
1030	20	100	70	40	27.14	38.84	14.51
1031	40	0	70	40	47.26	-19.95	27.09
1032	40	20	70	40	41.63	-9.58	22.43
1033	40	40	70	40	36.3	0.88	18.3
1034	40	70	70	40	28.94	16.43	12.46
1035	40	100	70	40	23.46	29.64	7.48
1036	70	0	70	40	39.43	-32.29	14.43
1037	70	20	70	40	34.73	-22.45	10.79
1038	70	40	70	40	30.18	-12.39	7.54
1039	70	70	70	40	23.79	2.54	2.75
1040	70	100	70	40	19.09	15.06	-1.23
1041	100	0	70	40	34.18	-44.58	4.38
1042	100	20	70	40	29.97	-35.17	1.26
1043	100	40	70	40	25.9	-25.19	-1.27
1044	100	70	70	40	20.37	-10.66	-4.81
1045	100	100	70	40	16.46	0.72	-6.68
1046	0	0	100	40	59.65	-4.59	65.39
1047	0	20	100	40	51.87	7.11	56.84
1048	0	40	100	40	45.28	18.28	49.44
1049	0	70	100	40	36.81	34.35	39.04
1050	0	100	100	40	31.3	46.57	30.7
1051	20	0	100	40	52.92	-12.72	53.82
1052	20	20	100	40	46.38	-1.79	46.79
1053	20	40	100	40	40.71	9.04	40.58
1054	20	70	100	40	32.8	24.51	31
1055	20	100	100	40	27.11	37.63	22.82
1056	40	0	100	40	46.9	-20.75	43.3
1057	40	20	100	40	41.4	-10.26	37.32
1058	40	40	100	40	36.25	0	31.75
1059	40	70	100	40	28.88	15.2	22.89
1060	40	100	100	40	23.55	28.14	15.37
1061	70	0	100	40	38.73	-33.67	28.45
1062	70	20	100	40	34.29	-23.98	23.75
1063	70	40	100	40	29.9	-14.19	19
1064	70	70	100	40	23.68	0.74	12.03
1065	70	100	100	40	19.07	13.14	6.31
1066	100	0	100	40	33.47	-47.45	16.88
1067	100	20	100	40	29.26	-37.8	12.73
1068	100	40	100	40	25.49	-27.94	8.69
1069	100	70	100	40	20.17	-12.91	3.93
1070	100	100	100	40	16.63	-1.53	0.66
1071	0	0	0	60	46.43	0.01	-3.5
1072	0	20	0	60	40.13	9.26	-4.51
1073	0	40	0	60	34.96	17.85	-4.88
1074	0	70	0	60	28	31.07	-4.16
1075	0	100	0	60	23.46	41.37	-2.42
1076	20	0	0	60	41.53	-4.77	-9.3
1077	20	20	0	60	36.52	3.73	-10.01
1078	20	40	0	60	31.77	11.96	-9.9
1079	20	70	0	60	25.1	24.55	-9.11
1080	20	100	0	60	20.46	34.97	-7.74
1081	40	0	0	60	37.42	-9.34	-14.88
1082	40	20	0	60	32.99	-1.27	-15.02
1083	40	40	0	60	28.71	6.84	-14.52
1084	40	70	0	60	22.58	18.7	-13.83
1085	40	100	0	60	17.91	28.85	-12.99
1086	70	0	0	60	31.75	-15.95	-22.49
1087	70	20	0	60	27.77	-8.33	-22.24
1088	70	40	0	60	24.29	-0.92	-21.56
1089	70	70	0	60	18.83	10.08	-20.37
1090	70	100	0	60	15.06	18.97	-19.02
1091	100	0	0	60	28.17	-21.44	-28.32
1092	100	20	0	60	24.59	-13.93	-27.86
1093	100	40	0	60	21.19	-7.06	-26.94
1094	100	70	0	60	16.54	2.86	-24.87
1095	100	100	0	60	13.54	9.9	-22.93
1096	0	0	20	60	45.56	-1.84	8.55
1097	0	20	20	60	39.84	7.52	5.84
1098	0	40	20	60	34.71	16.29	4.55
1099	0	70	20	60	28.02	29.3	3.64
1100	0	100	20	60	23.68	39.45	3.96
1101	20	0	20	60	41.01	-7.14	2.05
1102	20	20	20	60	36.13	1.62	0.3
1103	20	40	20	60	31.51	9.93	-0.66
1104	20	70	20	60	25.17	22.43	-1.57
1105	20	100	20	60	20.64	32.76	-1.75
1106	40	0	20	60	36.85	-12.14	-3.73
1107	40	20	20	60	32.62	-3.98	-4.91
1108	40	40	20	60	28.43	4.05	-5.54
1109	40	70	20	60	22.47	16.03	-6.35
1110	40	100	20	60	18.04	26.16	-6.63
1111	70	0	20	60	31.16	-19.84	-12.03
1112	70	20	20	60	27.39	-12.01	-12.57
1113	70	40	20	60	23.79	-4.44	-12.87
1114	70	70	20	60	18.67	6.8	-12.92
1115	70	100	20	60	15.14	15.77	-12.62
1116	100	0	20	60	27.45	-26.55	-18.33
1117	100	20	20	60	23.96	-18.79	-18.69
1118	100	40	20	60	20.81	-11.44	-18.56
1119	100	70	20	60	16.63	-1.26	-17.74
1120	100	100	20	60	13.72	5.96	-16.42
1121	0	0	40	60	45.19	-2.98	19.21
1122	0	20	40	60	39.49	6.19	15.66
1123	0	40	40	60	34.5	15.11	13.33
1124	0	70	40	60	28.04	27.88	10.82
1125	0	100	40	60	23.5	37.67	9.59
1126	20	0	40	60	40.67	-8.58	12.49
1127	20	20	40	60	35.69	0.1	9.81
1128	20	40	40	60	31.21	8.55	7.95
1129	20	70	40	60	25.13	20.86	5.51
1130	20	100	40	60	20.62	30.84	3.97
1131	40	0	40	60	36.43	-14	6.17
1132	40	20	40	60	32.18	-5.94	4.12
1133	40	40	40	60	28.15	2.22	2.64
1134	40	70	40	60	22.37	14.18	0.76
1135	40	100	40	60	18.08	23.96	-1.01
1136	70	0	40	60	30.68	-22.55	-2.5
1137	70	20	40	60	26.97	-14.69	-3.9
1138	70	40	40	60	23.4	-6.77	-4.95
1139	70	70	40	60	18.55	4.51	-6.12
1140	70	100	40	60	15.41	13.06	-6.95
1141	100	0	40	60	26.79	-30.43	-9.38
1142	100	20	40	60	23.46	-22.29	-10.42
1143	100	40	40	60	20.53	-14.89	-10.98
1144	100	70	40	60	16.5	-4.44	-11.17
1145	100	100	40	60	13.8	3.28	-10.63
1146	0	0	70	60	44.94	-4.12	35.71
1147	0	20	70	60	39.44	5.13	30.48
1148	0	40	70	60	34.4	13.94	26.5
1149	0	70	70	60	27.84	26.31	21.34
1150	0	100	70	60	23.79	35.7	17.58
1151	20	0	70	60	40.21	-10.09	27.91
1152	20	20	70	60	35.5	-1.4	24.01
1153	20	40	70	60	31.05	6.98	20.51
1154	20	70	70	60	25.04	19.17	15.76
1155	20	100	70	60	20.87	28.63	11.7
1156	40	0	70	60	36.02	-15.97	20.88
1157	40	20	70	60	31.75	-7.71	17.63
1158	40	40	70	60	27.81	0.38	14.63
1159	40	70	70	60	22.3	12.24	10.39
1160	40	100	70	60	18.42	21.41	6.64
1161	70	0	70	60	30.04	-25.42	11.16
1162	70	20	70	60	26.44	-17.41	8.51
1163	70	40	70	60	23.16	-9.54	6.28
1164	70	70	70	60	18.58	1.89	3.24
1165	70	100	70	60	15.53	10.26	0.48
1166	100	0	70	60	26.12	-34.52	3.35
1167	100	20	70	60	22.93	-26.38	1.14
1168	100	40	70	60	20.04	-18.49	-0.5
1169	100	70	70	60	16.34	-7.54	-2.33
1170	100	100	70	60	13.95	0.17	-3.11
1171	0	0	100	60	45.39	-4.33	49.77
1172	0	20	100	60	39.39	4.82	43.23
1173	0	40	100	60	34.37	13.23	37.48
1174	0	70	100	60	27.96	25.36	29.25
1175	0	100	100	60	23.83	34.49	22.75
1176	20	0	100	60	40.33	-10.61	41.17
1177	20	20	100	60	35.39	-1.93	35.77
1178	20	40	100	60	31.08	6.3	30.86
1179	20	70	100	60	25.12	17.99	23.37
1180	20	100	100	60	20.99	27.48	16.83
1181	40	0	100	60	35.86	-16.73	33.34
1182	40	20	100	60	31.57	-8.31	28.51
1183	40	40	100	60	27.76	-0.34	24.31
1184	40	70	100	60	22.34	11.16	17.2
1185	40	100	100	60	18.46	20.04	11.63
1186	70	0	100	60	29.53	-26.47	21.44
1187	70	20	100	60	26.25	-18.56	17.92
1188	70	40	100	60	23.1	-10.89	14.54
1189	70	70	100	60	18.62	0.23	9.49
1190	70	100	100	60	15.8	8.6	5.56
1191	100	0	100	60	25.59	-36.46	12.31
1192	100	20	100	60	22.43	-28.06	9.26
1193	100	40	100	60	19.76	-20.19	6.56
1194	100	70	100	60	16.33	-9.03	3.51
1195	100	100	100	60	14.3	-1.2	1.63
1196	0	0	0	80	30.56	-0.24	-2.09
1197	0	40	0	80	23.13	12.33	-2.6
1198	0	70	0	80	18.75	21.61	-1.48
1199	0	100	0	80	16.25	27.47	0.34
1200	40	0	0	80	24.59	-6.76	-10.1
1201	40	40	0	80	19.15	4.66	-9.14
1202	40	70	0	80	15.38	13.25	-8.05
1203	40	100	0	80	13.01	19	-6.69
1204	70	0	0	80	21.05	-11.41	-15.58
1205	70	40	0	80	16.48	-0.39	-14.02
1206	70	70	0	80	13.39	7.42	-12.25
1207	70	100	0	80	11.45	12.27	-10.64
1208	100	0	0	80	19.02	-14.65	-19.37
1209	100	40	0	80	14.75	-3.86	-17.64
1210	100	70	0	80	12.2	3.1	-15.06
1211	100	100	0	80	10.82	7.06	-13.02
1212	0	0	40	80	29.91	-2.59	13.04
1213	0	40	40	80	23.09	9.86	9.79
1214	0	70	40	80	19.1	18.7	8.53
1215	0	100	40	80	16.67	24.21	7.85
1216	40	0	40	80	24.29	-10.11	4.15
1217	40	40	40	80	19.18	1.29	2.86
1218	40	70	40	80	15.67	9.26	1.97
1219	40	100	40	80	13.49	14.55	1.21
1220	70	0	40	80	20.63	-15.93	-1.73
1221	70	40	40	80	16.28	-4.53	-2.29
1222	70	70	40	80	13.61	3.03	-2.22
1223	70	100	40	80	12.1	7.51	-2.28
1224	100	0	40	80	18.54	-20.52	-6.11
1225	100	40	40	80	14.82	-8.98	-6.18
1226	100	70	40	80	12.63	-1.79	-5.41
1227	100	100	40	80	11.46	2.33	-4.39
1228	0	0	70	80	29.98	-3.55	23.88
1229	0	40	70	80	23.34	8.68	18.27
1230	0	70	70	80	19.22	17	14.92
1231	0	100	70	80	17.1	22.3	12.59
1232	40	0	70	80	24.29	-11.63	14.18
1233	40	40	70	80	19.15	-0.36	10.53
1234	40	70	70	80	15.89	7.47	8.05
1235	40	100	70	80	13.95	12.43	5.88
1236	70	0	70	80	20.47	-17.93	7.59
1237	70	40	70	80	16.4	-6.5	5.14
1238	70	70	70	80	13.83	0.99	3.48
1239	70	100	70	80	12.45	5.6	2.26
1240	100	0	70	80	18.34	-23.13	2.59
1241	100	40	70	80	14.76	-10.99	0.79
1242	100	70	70	80	12.82	-3.94	0.29
1243	100	100	70	80	11.88	0.29	0.38
1244	0	0	100	80	30.38	-3.77	32.25
1245	0	40	100	80	23.42	7.94	24.32
1246	0	70	100	80	19.52	16.06	18.89
1247	0	100	100	80	17.16	21.2	14.86
1248	40	0	100	80	24.21	-12.12	21.25
1249	40	40	100	80	19.31	-0.94	15.84
1250	40	70	100	80	16.19	6.47	11.6
1251	40	100	100	80	14.11	11.33	8.42
1252	70	0	100	80	20.28	-18.64	13.6
1253	70	40	100	80	16.57	-7.48	9.79
1254	70	70	100	80	14.13	-0.18	7.06
1255	70	100	100	80	12.84	4.35	5.21
1256	100	0	100	80	17.94	-24.08	7.89
1257	100	40	100	80	14.62	-12.18	4.88
1258	100	70	100	80	12.97	-5.05	3.48
1259	100	100	100	80	12.23	-0.7	2.85
1260	0	0	0	100	11.69	-0.48	0.59
1261	0	40	0	100	9.86	5.83	1.78
1262	0	100	0	100	9.94	10.23	4.07
1263	40	0	0	100	10.24	-3.73	-3.5
1264	40	40	0	100	9.11	2.71	-1.95
1265	40	100	0	100	9.15	6.6	1.4
1266	100	0	0	100	9.78	-4.32	-6.26
1267	100	40	0	100	9.29	1.18	-4.19
1268	100	100	0	100	8.91	4.23	-0.66
1269	0	0	40	100	12.07	-2.06	5.59
1270	0	40	40	100	10.77	3.49	5.44
1271	0	100	40	100	10.76	7.31	5.88
1272	40	0	40	100	10.92	-5.72	2.05
1273	40	40	40	100	10.01	0.28	2.49
1274	40	100	40	100	10.07	4.08	3.72
1275	100	0	40	100	10.31	-6.82	-0.9
1276	100	40	40	100	9.94	-1.3	0.51
1277	100	100	40	100	9.96	1.85	2.4
1278	0	0	100	100	13.21	-3.29	8.14
1279	0	40	100	100	11.95	1.12	6.97
1280	0	100	100	100	11.7	4.81	7.3
1281	40	0	100	100	11.88	-7.02	5.43
1282	40	40	100	100	11.1	-1.74	4.96
1283	40	100	100	100	10.99	2.08	5.44
1284	100	0	100	100	10.98	-9.39	3.28
1285	100	40	100	100	10.64	-3.35	3.41
1286	100	100	100	100	11.04	0.38	4.48
1287	100	0	0	0	55.39	-35.65	-52.83
1288	98	0	0	0	55.68	-35.41	-52.36
1289	95	0	0	0	56.37	-34.9	-51.56
1290	90	0	0	0	57.36	-33.75	-50.25
1291	85	0	0	0	58.43	-32.29	-48.75
1292	80	0	0	0	59.7	-30.9	-47.15
1293	75	0	0	0	61.01	-29.43	-45.52
1294	70	0	0	0	62.53	-27.64	-43.6
1295	60	0	0	0	66.25	-24.07	-39.32
1296	50	0	0	0	70.2	-19.97	-34.38
1297	40	0	0	0	74.38	-16.39	-29.42
1298	30	0	0	0	78.24	-12.38	-24.98
1299	25	0	0	0	80.73	-10.29	-21.89
1300	20	0	0	0	83.49	-8.18	-18.71
1301	15	0	0	0	85.91	-5.69	-15.77
1302	10	0	0	0	88.55	-3.56	-12.68
1303	7	0	0	0	90.17	-2.21	-10.68
1304	5	0	0	0	91.22	-1.25	-9.32
1305	3	0	0	0	92.32	-0.21	-7.97
1306	2	0	0	0	92.92	0.25	-7.42
1307	0	100	0	0	47.38	76.95	-3.91
1308	0	98	0	0	47.77	76.3	-4.48
1309	0	95	0	0	48.51	74.99	-5.24
1310	0	90	0	0	49.73	72.52	-5.88
1311	0	85	0	0	51.09	69.69	-6.23
1312	0	80	0	0	52.51	66.86	-6.69
1313	0	75	0	0	54.01	63.85	-7.2
1314	0	70	0	0	55.87	60.38	-7.78
1315	0	60	0	0	60.15	52.49	-8.39
1316	0	50	0	0	64.92	44.18	-8.9
1317	0	40	0	0	69.68	36.29	-9.02
1318	0	30	0	0	74.63	28.5	-9.04
1319	0	25	0	0	77.61	24.14	-8.83
1320	0	20	0	0	80.74	19.73	-8.57
1321	0	15	0	0	83.9	15.29	-8.18
1322	0	10	0	0	87.11	10.9	-7.59
1323	0	7	0	0	89.09	8.29	-7.21
1324	0	5	0	0	90.4	6.53	-7
1325	0	3	0	0	91.8	4.65	-6.63
1326	0	2	0	0	92.49	3.7	-6.43
1327	0	0	100	0	88.9	-4.17	95.67
1328	0	0	98	0	88.95	-4.25	94.55
1329	0	0	95	0	89.04	-4.28	92.33
1330	0	0	90	0	89.09	-4.38	88.36
1331	0	0	85	0	89.25	-4.47	84.28
1332	0	0	80	0	89.39	-4.45	80.09
1333	0	0	75	0	89.47	-4.4	75.91
1334	0	0	70	0	89.64	-4.41	71.31
1335	0	0	60	0	90.09	-4.25	61.38
1336	0	0	50	0	90.5	-3.88	50.6
1337	0	0	40	0	91.05	-3.47	40.45
1338	0	0	30	0	91.43	-3.01	30.42
1339	0	0	25	0	91.96	-2.56	24.98
1340	0	0	20	0	92.34	-1.93	18.93
1341	0	0	15	0	92.66	-1.1	12.76
1342	0	0	10	0	93.14	-0.39	7
1343	0	0	7	0	93.4	0.06	3.42
1344	0	0	5	0	93.57	0.43	0.91
1345	0	0	3	0	93.75	0.79	-1.63
1346	0	0	2	0	93.83	1	-2.88
1347	0	0	0	100	11.69	-0.48	0.59
1348	0	0	0	98	13.82	-0.44	0.36
1349	0	0	0	95	17.11	-0.4	-0.16
1350	0	0	0	90	21.98	-0.34	-0.99
1351	0	0	0	85	26.38	-0.3	-1.59
1352	0	0	0	80	30.56	-0.24	-2.09
1353	0	0	0	75	34.66	-0.17	-2.5
1354	0	0	0	70	38.6	-0.12	-2.8
1355	0	0	0	60	46.43	0.01	-3.5
1356	0	0	0	50	54.67	0.14	-4.13
1357	0	0	0	40	61.7	0.32	-4.8
1358	0	0	0	30	68.75	0.52	-5.41
1359	0	0	0	25	72.63	0.65	-5.47
1360	0	0	0	20	76.79	0.79	-5.55
1361	0	0	0	15	81.04	0.93	-5.56
1362	0	0	0	10	85.13	1.11	-5.6
1363	0	0	0	7	87.66	1.23	-5.63
1364	0	0	0	5	89.34	1.31	-5.64
1365	0	0	0	3	91.14	1.43	-5.69
1366	0	0	0	2	92.03	1.45	-5.71
1367	0	0	0	0	93.99	1.52	-5.66
1368	100	85	85	0	25.12	-8.7	-3.78
1369	80	65	65	0	33.93	-6.07	-4.03
1370	60	45	45	0	45.91	-3.87	-4.85
1371	40	27	27	0	59.6	-2.02	-5.46
1372	20	12	12	0	75.71	-0.75	-6.68
1373	10	6	6	0	84.21	0.57	-6.44
1374	5	3	3	0	88.95	1.07	-6.24
1375	40	27	27	10	54.58	-2.12	-4.84
1376	20	12	12	10	69	-0.93	-6.2
1377	10	6	6	10	76.53	0.25	-6.11
1378	60	45	45	20	38.34	-3.22	-3.23
1379	40	27	27	20	49.7	-2.18	-4.3
1380	20	12	12	20	62.49	-1.01	-5.73
1381	10	6	6	20	69.18	0.08	-5.7
1382	80	65	65	40	23.42	-4.12	-1.28
1383	60	45	45	40	31.29	-2.64	-1.89
1384	40	27	27	40	40.68	-2.06	-3.02
1385	20	12	12	40	50.66	-1.11	-4.44
1386	10	6	6	40	55.79	-0.19	-4.46
1387	100	85	85	60	14.93	-3.88	0.44
1388	80	65	65	60	18.33	-3.16	0.12
1389	60	45	45	60	23.95	-1.94	-0.65
1390	40	27	27	60	30.93	-1.72	-1.83
1391	20	12	12	60	38.2	-1.03	-3.31
1392	10	6	6	60	41.96	-0.33	-3.51
1393	100	85	85	80	12.41	-2.33	2.35
1394	80	65	65	80	13.68	-1.65	1.7
1395	60	45	45	80	16.67	-1.63	0.68
1396	40	27	27	80	20.77	-1.33	-0.46
1397	20	12	12	80	25.29	-0.94	-1.9
1398	10	6	6	80	27.69	-0.49	-2.15
1399	100	85	85	100	10.7	0.01	4.03
1400	80	65	65	100	10.08	-0.12	3.11
1401	60	45	45	100	9.78	-0.43	1.89
1402	40	27	27	100	10.01	-0.65	1.01
1403	20	12	12	100	10.69	-0.88	0.27
1404	10	6	6	100	11.16	-0.68	0.29
1405	100	0	0	70	23.5	-18.28	-24.05
1406	0	100	0	70	19.74	34.53	-0.87
1407	0	0	100	70	38.04	-4.07	41.7
1408	100	100	0	70	12.08	8.44	-17.88
1409	100	0	100	70	21.62	-30.69	10.24
1410	0	100	100	70	20.31	28.21	18.63
1411	40	40	0	70	23.85	5.76	-11.96
1412	40	0	40	70	30.36	-12.2	5.25
1413	0	40	40	70	28.74	12.56	11.63
1414	3	3	0	0	90.28	2.67	-8.65
1415	3	0	3	0	92.09	-0.87	-4.06
1416	0	3	3	0	91.59	3.84	-2.77
1417	3	3	3	0	90	2.17	-5.05
1418	3	0	0	3	89.58	-0.37	-7.86
1419	0	3	0	3	89.11	4.38	-6.29
1420	3	3	0	3	87.51	2.66	-8.79
1421	0	0	3	3	90.96	0.77	-1.7
1422	3	0	3	3	89.34	-0.98	-4.05
1423	0	3	3	3	88.87	3.8	-2.77
1424	3	3	3	3	87.29	2.02	-5.01
1425	7	7	0	0	85.53	4.3	-12.04
1426	7	0	7	0	89.51	-3.71	-1.84
1427	0	7	7	0	88.6	6.77	1.31
1428	7	7	7	0	85.02	2.82	-3.64
1429	7	0	0	7	84.21	-2.25	-10.05
1430	0	7	0	7	83.26	7.45	-6.77
1431	7	7	0	7	79.94	3.72	-11.35
1432	0	0	7	7	87.17	-0.02	2.81
1433	7	0	7	7	83.62	-3.62	-1.91
1434	0	7	7	7	82.78	6.07	0.95
1435	7	7	7	7	79.49	2.38	-3.64
1436	40	3	0	0	72.83	-13.93	-29.74
1437	3	40	0	0	68.62	33.97	-10.64
1438	40	0	3	0	74.04	-17.28	-25.85
1439	40	3	3	0	72.54	-14.98	-26.2
1440	0	40	3	0	69.65	35.8	-6.28
1441	3	40	3	0	68.5	33.65	-8.16
1442	40	40	3	0	55.54	12.25	-26.73
1443	3	0	40	0	89.38	-5.41	37.83
1444	0	3	40	0	89.04	-0.42	38.43
1445	3	3	40	0	87.43	-2.34	36.06
1446	40	3	40	0	69.67	-22.56	10.89
1447	3	40	40	0	67.3	29.8	22.27
1448	40	0	0	3	72.35	-16.12	-28.46
1449	40	3	0	3	70.75	-13.53	-29
1450	0	40	0	3	67.79	35.04	-8.82
1451	3	40	0	3	66.66	32.97	-10.72
1452	40	40	0	3	54.14	12.78	-28.59
1453	40	0	3	3	72.05	-17.12	-24.88
1454	40	3	3	3	70.52	-14.56	-25.46
1455	0	40	3	3	67.73	34.58	-6.09
1456	3	40	3	3	66.59	32.47	-8.06
1457	40	40	3	3	54.04	11.9	-26
1458	0	0	40	3	88.37	-3.39	38.88
1459	3	0	40	3	86.78	-5.46	36.48
1460	40	0	40	3	69.21	-24.5	11.59
1461	0	3	40	3	86.43	-0.46	37.02
1462	3	3	40	3	84.85	-2.34	34.69
1463	40	3	40	3	67.78	-21.94	10.43
1464	0	40	40	3	66.61	30.93	23.61
1465	3	40	40	3	65.4	28.69	21.51
1466	40	40	40	3	52.49	5.56	1.72
1467	3	0	0	40	60.74	-0.67	-5.41
1468	0	3	0	40	60.4	2.43	-4.56
1469	3	3	0	40	59.44	1.23	-6.02
1470	40	3	0	40	48.74	-10.04	-19.74
1471	3	40	0	40	45.79	22.07	-7.66
1472	0	0	3	40	61.59	0.02	-1.46
1473	3	0	3	40	60.61	-1.16	-2.93
1474	40	0	3	40	49.56	-12.4	-17.02
1475	0	3	3	40	60.28	1.93	-2.17
1476	3	3	3	40	59.32	0.76	-3.6
1477	40	3	3	40	48.63	-10.76	-17.4
1478	0	40	3	40	46.42	22.96	-4.55
1479	3	40	3	40	45.76	21.65	-5.76
1480	40	40	3	40	37.83	8.08	-17.51
1481	3	0	40	40	59.26	-4.72	23.94
1482	0	3	40	40	58.98	-1.5	24.4
1483	3	3	40	40	58.05	-2.7	22.9
1484	40	3	40	40	47.15	-15.96	7.27
1485	3	40	40	40	45.02	18.83	15.62
1486	0	0	0	10	85.13	1.11	-5.6
1487	0	0	10	10	84.41	-0.55	5.84
1488	0	0	20	10	83.74	-1.86	16.36
1489	0	0	40	10	82.65	-3.46	35.88
1490	0	0	70	10	81.47	-4.55	64.43
1491	0	10	0	10	79.11	9.45	-7.12
1492	0	10	10	10	78.49	7.66	3.44
1493	0	10	20	10	77.87	6.74	13
1494	0	10	40	10	77	4.83	31.34
1495	0	10	70	10	76	3.69	58.29
1496	0	20	0	10	73.53	17.26	-7.83
1497	0	20	10	10	73.02	15.6	1.81
1498	0	20	20	10	72.4	14.7	10.5
1499	0	20	40	10	71.77	12.98	27.74
1500	0	20	70	10	70.91	11.76	53.4
1501	0	40	0	10	63.48	32.57	-8.5
1502	0	40	10	10	63.2	31.12	-0.4
1503	0	40	20	10	62.89	30.04	7.34
1504	0	40	40	10	62.4	28.61	22.09
1505	0	40	70	10	61.73	27.25	45.06
1506	0	70	0	10	50.91	54.58	-7.44
1507	0	70	10	10	50.76	53.74	-1.11
1508	0	70	20	10	50.56	52.61	4.77
1509	0	70	40	10	50.45	51.03	16.75
1510	0	70	70	10	50.26	49.47	35.73
1511	10	0	0	10	80.36	-3.51	-11.63
1512	10	0	10	10	79.58	-5.5	-0.37
1513	10	0	20	10	78.93	-7.01	9.98
1514	10	0	40	10	77.82	-8.93	29.04
1515	10	0	70	10	76.61	-10.27	56.3
1516	10	10	0	10	74.74	4.37	-12.91
1517	10	10	10	10	74.09	2.59	-2.57
1518	10	10	20	10	73.56	1.18	6.94
1519	10	10	40	10	72.52	-0.77	24.87
1520	10	10	70	10	71.48	-2.29	51.15
1521	10	20	0	10	69.6	11.99	-13.4
1522	10	20	10	10	69.07	10.1	-3.86
1523	10	20	20	10	68.56	8.88	4.92
1524	10	20	40	10	67.64	6.94	21.67
1525	10	20	70	10	66.76	5.33	46.68
1526	10	40	0	10	60.14	26.8	-13.6
1527	10	40	10	10	59.84	25.23	-5.58
1528	10	40	20	10	59.47	23.94	1.99
1529	10	40	40	10	58.84	22.24	16.44
1530	10	40	70	10	58.17	20.53	39
1531	10	70	0	10	47.93	48.58	-12.79
1532	10	70	10	10	47.77	47.31	-6.54
1533	10	70	20	10	47.57	46.28	-0.59
1534	10	70	40	10	47.42	44.57	11.31
1535	10	70	70	10	47.07	42.55	30.14
1536	20	0	0	10	75.9	-7.65	-16.92
1537	20	0	10	10	75.05	-9.8	-5.97
1538	20	0	20	10	74.42	-11.57	4.15
1539	20	0	40	10	73.21	-13.58	22.6
1540	20	0	70	10	71.89	-15.52	49.02
1541	20	10	0	10	70.65	0.15	-18.06
1542	20	10	10	10	70.06	-2.12	-7.76
1543	20	10	20	10	69.47	-3.62	1.48
1544	20	10	40	10	68.31	-5.95	18.77
1545	20	10	70	10	67.18	-7.74	44.59
1546	20	20	0	10	65.81	7.37	-18.31
1547	20	20	10	10	65.33	5.33	-8.89
1548	20	20	20	10	64.81	3.79	-0.23
1549	20	20	40	10	63.78	1.68	16.07
1550	20	20	70	10	62.89	-0.36	40.62
1551	20	40	0	10	56.94	21.5	-18.25
1552	20	40	10	10	56.54	19.7	-10.28
1553	20	40	20	10	56.17	18.35	-2.77
1554	20	40	40	10	55.49	16.4	11.45
1555	20	40	70	10	54.87	14.3	33.56
1556	20	70	0	10	45.08	43.01	-17.3
1557	20	70	10	10	44.88	41.61	-11.06
1558	20	70	20	10	44.77	40.37	-5.31
1559	20	70	40	10	44.57	38.25	6.36
1560	20	70	70	10	44.15	36.13	24.82
1561	40	0	0	10	67.82	-15.35	-26.6
1562	40	0	10	10	66.87	-18.05	-16.24
1563	40	0	20	10	66.2	-20.28	-6.72
1564	40	0	40	10	64.97	-23.15	10.78
1565	40	0	70	10	63.65	-26	36.29
1566	40	10	0	10	63.24	-8.18	-27.24
1567	40	10	10	10	62.52	-10.98	-17.44
1568	40	10	20	10	61.83	-12.92	-8.63
1569	40	10	40	10	60.78	-15.94	8.05
1570	40	10	70	10	59.68	-18.87	32.52
1571	40	20	0	10	58.98	-1.42	-27.27
1572	40	20	10	10	58.38	-4.07	-18.28
1573	40	20	20	10	57.83	-6.04	-9.76
1574	40	20	40	10	56.88	-9.11	5.68
1575	40	20	70	10	55.86	-11.85	29.14
1576	40	40	0	10	50.93	11.81	-26.71
1577	40	40	10	10	50.52	9.5	-19.09
1578	40	40	20	10	50.05	7.83	-11.82
1579	40	40	40	10	49.37	4.99	1.87
1580	40	40	70	10	48.66	2.18	22.94
1581	40	70	0	10	39.98	32.33	-25.86
1582	40	70	10	10	39.74	30.65	-19.82
1583	40	70	20	10	39.52	29.08	-14.12
1584	40	70	40	10	39.15	26.55	-2.59
1585	40	70	70	10	38.77	23.62	14.96
1586	70	0	0	10	57.15	-25.98	-39.62
1587	70	0	10	10	56.28	-29.98	-29.98
